src_ip,dst_ip,packet_rate,unique_ports,avg_packet_size,protocol,duration,connection_count,attack_type
104.16.0.135,10.0.0.7,2490.7,1,2494.1,UDP,23.6,18,dns_amplification
198.51.100.211,192.168.1.160,3627.7,4,804.6,TCP,95.0,173,http_flood
45.33.144.200,172.16.1.173,8050.5,1,48.8,UDP,26.9,264,udp_flood
10.10.10.151,172.16.1.115,4722.8,6,1307.2,TCP,98.1,169,http_flood
10.10.10.129,192.168.2.21,4530.4,5,1156.2,TCP,86.9,191,http_flood
91.189.0.178,192.168.2.81,169.0,70,591.3,UDP,279.0,22,stealth_probe
104.16.0.32,192.168.1.237,49.8,37,567.2,TCP,173.5,26,stealth_probe
91.189.0.241,10.0.1.227,99.5,74,402.3,TCP,154.0,11,stealth_probe
104.16.0.178,10.0.1.54,12525.5,2,68.8,TCP,7.4,140,syn_flood
91.189.0.92,10.0.1.242,9196.8,1,73.2,ICMP,28.8,72,icmp_flood
104.16.0.56,10.0.1.47,374.2,46,46.3,IGMP,58.7,16,protocol_anomaly
198.51.100.203,10.0.1.25,6727.7,1,57.5,ICMP,25.0,85,icmp_flood
45.33.144.154,10.0.1.243,3756.8,4,53.2,UDP,25.6,87,udp_flood
203.0.113.241,172.16.1.240,73.6,3,103.8,TCP,735.7,44,slowloris
104.16.0.118,172.16.1.192,5670.3,3,108.2,UDP,8.9,83,udp_flood
172.16.0.102,10.0.1.182,5322.6,1,67.7,ICMP,22.2,39,icmp_flood
172.16.0.126,172.16.1.189,37.5,14,78.5,TCP,152.1,5,stealth_probe
203.0.113.245,192.168.1.73,615.5,3,1482.8,TCP,82.2,158,http_flood
91.189.0.144,172.16.1.135,47.8,3,63.2,TCP,378.1,75,slowloris
45.33.144.44,172.16.1.242,72.2,3,69.6,TCP,252.4,51,slowloris
198.51.100.31,172.16.1.141,156.6,102,127.0,SCTP,23.1,48,protocol_anomaly
45.33.32.229,172.16.1.122,8172.0,1,63.6,ICMP,3.8,13,icmp_flood
172.16.0.208,10.0.0.170,94.2,115,128.9,GRE,34.6,8,protocol_anomaly
91.189.0.41,10.0.1.39,3937.7,1,50.0,TCP,1.0,82,syn_flood
10.10.10.11,10.0.1.85,78.6,40,444.5,TCP,186.8,7,stealth_probe
198.51.100.172,172.16.1.167,220.5,11,364.3,TCP,64.9,24,stealth_probe
45.33.32.30,192.168.1.137,172.0,1,131.1,TCP,25.5,33,brute_force
91.189.0.142,10.0.0.142,550.9,28,318.0,AH,72.8,38,protocol_anomaly
10.10.10.177,192.168.2.107,1965.6,37,336.2,ESP,39.7,38,protocol_anomaly
104.16.0.39,172.16.1.72,87.2,85,256.5,TCP,183.6,16,stealth_probe
45.33.32.159,172.16.1.191,805.3,177,75.3,TCP,13.7,66,port_scan
172.16.0.87,172.16.1.25,47.7,1,169.3,TCP,6.9,26,brute_force
104.16.0.159,192.168.2.101,3877.5,4,82.3,UDP,3.2,215,udp_flood
203.0.113.15,172.16.1.175,1324.0,91,612.7,ESP,4.8,49,protocol_anomaly
172.16.0.127,172.16.1.8,2373.2,1,65.4,ICMP,20.4,98,icmp_flood
172.16.0.165,192.168.1.190,2567.1,1,77.0,ICMP,11.1,31,icmp_flood
91.189.0.107,192.168.1.230,79.3,56,495.4,TCP,140.7,9,stealth_probe
91.189.0.190,192.168.2.75,152.3,1,105.2,TCP,57.1,17,brute_force
104.16.0.249,192.168.2.166,1582.6,2,3181.3,UDP,85.8,32,dns_amplification
91.189.0.54,192.168.1.125,609.4,23,59.2,GRE,36.2,43,protocol_anomaly
198.51.100.107,10.0.0.181,222.0,37,505.5,TCP,203.4,20,stealth_probe
45.33.144.76,192.168.2.100,53.5,2,34.1,TCP,801.4,68,slowloris
45.33.32.145,192.168.2.148,5581.1,3,23.5,UDP,3.4,284,udp_flood
203.0.113.38,172.16.1.58,7868.9,1,47.9,TCP,3.4,232,syn_flood
45.33.144.48,192.168.1.173,1564.8,73,748.5,ESP,49.0,10,protocol_anomaly
45.33.144.166,192.168.2.14,1832.9,94,476.8,IGMP,8.7,37,protocol_anomaly
198.51.100.112,10.0.0.78,113.7,20,85.2,TCP,196.4,9,stealth_probe
104.16.0.214,10.0.0.128,1931.7,111,310.9,IGMP,35.1,34,protocol_anomaly
91.189.0.116,192.168.2.41,893.6,39,372.9,PIM,75.9,40,protocol_anomaly
198.51.100.192,192.168.2.212,1650.4,1,2585.3,UDP,36.6,10,dns_amplification
45.33.144.202,10.0.0.49,5783.0,1,58.3,ICMP,26.4,71,icmp_flood
104.16.0.48,192.168.2.171,5311.9,1,63.5,ICMP,1.7,22,icmp_flood
91.189.0.158,192.168.1.209,253.7,1,222.7,TCP,1.2,342,brute_force
172.16.0.176,172.16.1.246,12156.4,1,41.9,TCP,8.8,469,syn_flood
172.16.0.247,172.16.1.75,3681.8,3,58.2,UDP,24.1,176,udp_flood
45.33.32.181,10.0.0.73,5956.2,4,68.2,UDP,28.3,164,udp_flood
198.51.100.99,10.0.1.247,158.2,78,482.6,TCP,106.8,5,stealth_probe
10.10.10.139,172.16.1.103,10417.3,1,72.1,TCP,12.5,273,syn_flood
45.33.144.97,172.16.1.181,9941.8,1,64.2,TCP,12.7,285,syn_flood
203.0.113.170,192.168.2.181,2147.3,1,56.1,ICMP,28.6,97,icmp_flood
198.51.100.5,10.0.0.224,8193.8,1,79.8,TCP,10.0,92,syn_flood
203.0.113.213,192.168.2.136,3926.3,1,63.3,ICMP,5.6,42,icmp_flood
45.33.144.26,172.16.1.220,2775.9,3,964.4,TCP,62.9,71,http_flood
198.51.100.28,10.0.1.43,6139.7,1,65.9,ICMP,23.5,68,icmp_flood
172.16.0.191,192.168.1.111,4705.1,1,80.0,ICMP,28.7,76,icmp_flood
45.33.144.218,10.0.0.103,126.5,1,98.4,TCP,6.2,315,brute_force
203.0.113.141,192.168.2.56,13563.4,1,51.7,TCP,4.9,98,syn_flood
45.33.144.136,192.168.2.9,7907.0,1,59.6,ICMP,25.5,93,icmp_flood
45.33.144.39,192.168.1.21,1310.3,89,66.1,GRE,77.1,22,protocol_anomaly
10.10.10.148,10.0.1.157,11940.6,1,64.6,ICMP,27.2,22,icmp_flood
203.0.113.219,192.168.2.84,13579.1,1,43.8,TCP,12.7,231,syn_flood
45.33.32.174,10.0.1.98,68.5,1,104.8,TCP,107.3,73,slowloris
91.189.0.37,10.0.1.30,3088.0,6,1205.9,TCP,25.0,191,http_flood
203.0.113.206,10.0.1.203,8499.0,2,71.5,UDP,21.3,121,udp_flood
91.189.0.85,192.168.1.150,4725.3,5,1435.6,TCP,80.2,186,http_flood
104.16.0.25,10.0.0.114,93.3,87,286.6,TCP,283.3,9,stealth_probe
104.16.0.194,172.16.1.247,3404.1,1,1254.3,UDP,40.0,19,dns_amplification
45.33.144.188,10.0.1.199,852.7,97,68.9,TCP,3.5,46,port_scan
10.10.10.218,192.168.2.106,569.2,432,120.1,TCP,8.4,182,port_scan
10.10.10.247,172.16.1.170,118.8,361,135.1,TCP,10.7,25,port_scan
91.189.0.64,192.168.1.230,171.9,44,442.5,UDP,217.9,37,stealth_probe
45.33.144.29,192.168.2.67,6157.7,2,50.7,TCP,8.1,389,syn_flood
203.0.113.215,192.168.2.61,235.6,151,62.5,TCP,17.6,56,port_scan
104.16.0.162,192.168.1.199,4880.3,2,838.4,TCP,35.6,30,http_flood
203.0.113.14,172.16.1.193,4530.5,4,27.0,UDP,13.3,60,udp_flood
203.0.113.187,172.16.1.145,4975.2,7,1368.5,TCP,11.4,143,http_flood
91.189.0.212,10.0.0.197,1027.0,324,122.7,TCP,7.2,120,port_scan
45.33.32.117,192.168.2.182,21.5,3,92.2,TCP,561.8,94,slowloris
91.189.0.48,192.168.2.57,11488.7,2,57.7,TCP,3.7,206,syn_flood
104.16.0.56,192.168.1.227,180.8,27,185.0,TCP,130.7,20,stealth_probe
198.51.100.99,192.168.1.59,7848.4,1,63.3,ICMP,19.5,10,icmp_flood
198.51.100.216,192.168.2.140,3018.9,3,39.5,UDP,20.1,165,udp_flood
172.16.0.188,192.168.1.214,244.6,80,87.5,UDP,281.9,33,stealth_probe
104.16.0.152,172.16.1.169,274.6,101,483.4,AH,8.0,20,protocol_anomaly
91.189.0.19,192.168.1.41,6746.7,3,89.4,UDP,9.4,170,udp_flood
104.16.0.14,10.0.0.75,2970.1,1,2040.2,UDP,53.3,45,dns_amplification
104.16.0.197,192.168.2.19,570.7,6,1455.9,TCP,15.9,103,http_flood
10.10.10.20,192.168.2.182,1130.9,197,88.9,TCP,19.8,148,port_scan
198.51.100.107,10.0.0.197,1676.4,78,627.7,ESP,4.9,40,protocol_anomaly
198.51.100.110,192.168.1.199,8246.8,3,28.8,UDP,9.2,293,udp_flood
10.10.10.32,10.0.1.10,14156.3,2,73.8,TCP,11.6,346,syn_flood
203.0.113.214,10.0.0.41,113.1,72,423.9,UDP,202.8,19,stealth_probe
203.0.113.19,172.16.1.238,2413.0,1,1451.9,UDP,18.7,38,dns_amplification
172.16.0.54,10.0.0.78,306.6,156,97.4,TCP,16.9,111,port_scan
45.33.144.251,192.168.1.5,10034.3,1,72.8,ICMP,17.9,17,icmp_flood
198.51.100.95,10.0.1.249,4652.4,4,112.3,UDP,32.7,282,udp_flood
104.16.0.132,10.0.0.54,2961.2,6,1384.0,TCP,7.8,136,http_flood
91.189.0.135,172.16.1.129,14665.4,2,52.6,TCP,3.6,207,syn_flood
198.51.100.171,10.0.0.13,10779.8,1,55.5,ICMP,15.7,58,icmp_flood
45.33.32.210,192.168.1.220,92.7,1,118.5,TCP,52.1,26,brute_force
91.189.0.190,10.0.0.247,3891.7,1,54.0,ICMP,25.0,66,icmp_flood
91.189.0.10,192.168.1.114,567.1,383,66.9,TCP,1.2,161,port_scan
10.10.10.18,172.16.1.202,3424.2,2,1273.7,TCP,81.2,153,http_flood
172.16.0.114,10.0.0.225,7878.8,1,56.9,ICMP,21.0,20,icmp_flood
203.0.113.175,172.16.1.223,28.3,3,29.0,TCP,254.6,78,slowloris
104.16.0.60,192.168.1.83,5005.2,1,4396.3,UDP,77.9,25,dns_amplification
91.189.0.77,172.16.1.51,191.0,1,235.1,TCP,10.9,24,brute_force
203.0.113.100,172.16.1.3,2260.2,2,3051.0,UDP,48.7,46,dns_amplification
104.16.0.63,172.16.1.130,2210.7,4,883.7,TCP,40.1,152,http_flood
45.33.32.71,172.16.1.100,123.9,26,351.2,TCP,258.2,5,stealth_probe
172.16.0.91,172.16.1.69,2382.6,2,874.9,TCP,58.4,141,http_flood
172.16.0.57,192.168.1.208,1879.4,2,3312.6,UDP,30.7,38,dns_amplification
172.16.0.122,10.0.1.223,43.7,3,41.0,TCP,413.3,36,slowloris
172.16.0.9,192.168.2.56,5583.2,1,113.2,UDP,17.1,190,udp_flood
198.51.100.230,10.0.0.173,5705.9,1,53.2,TCP,0.9,109,syn_flood
91.189.0.183,192.168.1.211,7681.3,1,67.1,ICMP,27.0,77,icmp_flood
104.16.0.177,172.16.1.74,145.5,32,268.9,TCP,192.6,33,stealth_probe
172.16.0.20,192.168.1.59,134.2,99,190.8,TCP,99.7,33,stealth_probe
45.33.144.117,172.16.1.193,53.0,3,36.5,TCP,485.0,97,slowloris
45.33.32.213,192.168.1.12,5384.4,2,1246.3,UDP,3.5,35,dns_amplification
198.51.100.192,10.0.1.241,45.6,2,67.4,TCP,769.9,82,slowloris
104.16.0.113,10.0.1.20,935.2,1,3240.2,UDP,45.3,34,dns_amplification
10.10.10.9,10.0.1.1,100.1,36,425.2,TCP,35.7,2,stealth_probe
10.10.10.233,10.0.0.214,1418.5,3,1276.7,TCP,27.1,79,http_flood
45.33.144.101,172.16.1.124,4946.9,5,1166.5,TCP,79.4,91,http_flood
45.33.144.242,10.0.1.200,4097.8,1,42.2,TCP,11.6,179,syn_flood
45.33.32.170,10.0.0.183,1316.4,1,4171.4,UDP,68.1,49,dns_amplification
91.189.0.208,10.0.1.15,13790.3,1,78.5,TCP,15.0,434,syn_flood
45.33.32.232,192.168.1.5,3094.3,2,962.6,TCP,68.9,147,http_flood
203.0.113.43,10.0.0.6,2360.3,2,1107.7,UDP,53.3,27,dns_amplification
172.16.0.45,192.168.1.122,121.1,1,155.9,TCP,5.3,20,brute_force
10.10.10.109,192.168.1.43,265.6,189,69.7,TCP,0.8,194,port_scan
45.33.32.207,10.0.0.86,78.9,2,15.3,TCP,500.2,73,slowloris
45.33.144.2,10.0.1.105,4055.8,3,1199.2,TCP,88.2,169,http_flood
198.51.100.176,192.168.1.8,1277.7,1,1024.6,TCP,48.2,194,http_flood
10.10.10.39,192.168.1.252,1571.8,27,396.0,SCTP,34.0,37,protocol_anomaly
198.51.100.23,192.168.2.29,3629.6,5,1181.5,TCP,83.6,118,http_flood
91.189.0.174,10.0.0.137,5208.1,1,73.7,ICMP,29.8,44,icmp_flood
104.16.0.234,10.0.0.207,1267.8,86,161.5,ESP,11.5,6,protocol_anomaly
104.16.0.184,192.168.1.69,5785.8,4,104.6,UDP,1.5,193,udp_flood
91.189.0.199,10.0.0.124,8942.2,2,46.7,UDP,19.7,49,udp_flood
198.51.100.137,10.0.1.197,5293.5,1,75.7,TCP,9.1,190,syn_flood
45.33.32.109,192.168.2.108,4029.5,4,93.5,UDP,14.0,128,udp_flood
91.189.0.107,192.168.1.85,2040.2,1,71.1,UDP,33.5,109,udp_flood
91.189.0.183,172.16.1.131,179.7,1,231.9,TCP,3.8,395,brute_force
104.16.0.69,192.168.1.57,4419.8,1,46.1,TCP,13.1,121,syn_flood
203.0.113.232,192.168.1.166,1782.5,2,21.0,UDP,34.0,217,udp_flood
45.33.144.224,172.16.1.66,2778.7,1,4051.1,UDP,88.4,45,dns_amplification
172.16.0.28,192.168.1.236,7460.0,2,57.2,TCP,3.3,163,syn_flood
172.16.0.108,172.16.1.208,10816.0,1,63.9,ICMP,1.5,45,icmp_flood
45.33.32.192,172.16.1.104,11686.3,1,77.3,ICMP,26.6,85,icmp_flood
198.51.100.93,192.168.1.155,76.8,50,82.2,TCP,90.3,5,stealth_probe
91.189.0.138,10.0.1.55,11670.5,1,68.8,TCP,6.4,378,syn_flood
45.33.144.97,10.0.1.231,3468.1,2,883.8,TCP,33.5,47,http_flood
91.189.0.20,10.0.1.234,88.5,6,465.0,TCP,97.9,6,stealth_probe
104.16.0.10,10.0.1.140,5150.5,1,51.7,ICMP,25.1,94,icmp_flood
91.189.0.248,192.168.1.200,1730.5,2,95.0,UDP,5.9,152,udp_flood
45.33.32.139,172.16.1.156,499.2,241,108.0,UDP,0.8,185,port_scan
45.33.32.215,192.168.1.237,158.1,1,156.8,TCP,52.0,18,brute_force
91.189.0.70,192.168.1.73,101.6,1,147.7,TCP,0.6,181,brute_force
91.189.0.54,10.0.0.70,180.2,12,202.8,TCP,251.4,28,stealth_probe
10.10.10.195,172.16.1.18,5761.6,1,40.8,UDP,11.7,193,udp_flood
45.33.144.175,192.168.1.138,5860.4,2,50.4,TCP,5.8,479,syn_flood
203.0.113.74,192.168.2.175,8858.8,4,94.8,UDP,3.3,295,udp_flood
203.0.113.176,192.168.1.143,4604.2,1,75.2,TCP,4.6,326,syn_flood
10.10.10.111,10.0.0.70,772.0,313,142.9,TCP,4.2,129,port_scan
203.0.113.232,192.168.2.139,1515.0,61,164.1,GRE,60.3,39,protocol_anomaly
45.33.32.156,192.168.2.209,9471.5,2,75.1,TCP,11.4,421,syn_flood
198.51.100.115,10.0.0.67,37.1,1,99.0,TCP,222.1,15,slowloris
203.0.113.52,192.168.2.61,1894.2,1,63.6,TCP,0.4,392,syn_flood
45.33.144.234,10.0.0.129,6397.7,4,39.9,UDP,10.7,29,udp_flood
91.189.0.90,10.0.0.41,11.6,1,51.4,TCP,304.0,20,slowloris
104.16.0.211,192.168.2.71,2703.1,1,71.5,ICMP,26.8,53,icmp_flood
203.0.113.147,10.0.0.62,172.7,1,238.6,TCP,4.0,246,brute_force
172.16.0.36,172.16.1.104,29.7,1,68.9,TCP,355.6,34,slowloris
198.51.100.25,10.0.1.135,908.5,100,326.5,GRE,41.7,21,protocol_anomaly
203.0.113.30,192.168.2.135,5366.6,1,4266.2,UDP,17.9,8,dns_amplification
10.10.10.110,172.16.1.11,706.8,279,83.6,TCP,8.3,43,port_scan
10.10.10.116,192.168.2.63,742.8,249,88.9,UDP,11.4,62,port_scan
45.33.144.57,10.0.0.205,8579.9,2,68.4,UDP,33.7,192,udp_flood
172.16.0.5,10.0.1.34,905.2,115,558.6,IGMP,78.1,16,protocol_anomaly
91.189.0.182,10.0.1.144,736.2,90,701.5,SCTP,26.0,5,protocol_anomaly
10.10.10.73,10.0.1.211,79.4,1,59.0,TCP,309.1,52,slowloris
104.16.0.209,10.0.0.219,2341.9,1,59.8,ICMP,24.6,18,icmp_flood
203.0.113.243,192.168.2.128,49.4,1,98.8,TCP,285.0,70,slowloris
10.10.10.88,10.0.1.112,4592.2,2,4430.4,UDP,12.0,49,dns_amplification
45.33.32.144,192.168.1.65,4917.6,1,3812.0,UDP,31.1,34,dns_amplification
45.33.144.187,192.168.1.1,86.9,1,243.1,TCP,0.9,200,brute_force
172.16.0.197,10.0.1.167,9520.2,1,76.3,TCP,7.1,417,syn_flood
198.51.100.192,10.0.0.122,1351.8,73,613.1,AH,58.4,37,protocol_anomaly
45.33.32.11,192.168.1.202,889.6,143,132.2,TCP,12.1,90,port_scan
203.0.113.241,192.168.2.58,9394.4,1,64.0,TCP,2.7,61,syn_flood
104.16.0.193,10.0.1.80,90.4,1,61.9,TCP,18.1,15,brute_force
104.16.0.136,172.16.1.157,1297.2,96,672.0,AH,53.8,21,protocol_anomaly
91.189.0.163,192.168.1.169,1642.7,7,1320.0,TCP,29.7,192,http_flood
172.16.0.44,192.168.2.28,765.3,5,993.6,TCP,40.0,34,http_flood
91.189.0.7,172.16.1.67,476.8,103,428.5,SCTP,30.2,33,protocol_anomaly
203.0.113.126,192.168.1.153,4602.8,1,1222.0,TCP,20.4,138,http_flood
10.10.10.181,10.0.1.78,232.0,51,60.2,UDP,270.9,34,stealth_probe
91.189.0.226,10.0.0.103,131.8,1,226.9,TCP,28.6,11,brute_force
198.51.100.22,10.0.1.48,552.2,454,135.2,TCP,14.8,97,port_scan
104.16.0.242,10.0.1.17,225.5,17,555.0,TCP,94.5,17,stealth_probe
10.10.10.161,192.168.1.237,2866.5,1,2561.2,UDP,74.1,27,dns_amplification
104.16.0.152,10.0.1.88,15.8,1,120.2,TCP,25.5,18,brute_force
91.189.0.252,192.168.1.217,2629.7,2,2299.9,UDP,50.3,8,dns_amplification
45.33.144.122,192.168.1.156,25.6,23,337.0,TCP,123.3,11,stealth_probe
198.51.100.119,10.0.1.170,4830.2,1,89.7,UDP,5.0,39,udp_flood
203.0.113.125,172.16.1.155,6271.5,2,90.0,UDP,25.0,163,udp_flood
45.33.144.46,192.168.2.200,3152.2,7,1389.2,TCP,67.0,162,http_flood
45.33.144.222,172.16.1.136,489.0,42,530.2,ESP,53.4,6,protocol_anomaly
45.33.32.11,192.168.1.42,1537.0,5,1032.9,TCP,7.3,160,http_flood
198.51.100.95,192.168.2.61,44.6,17,271.7,UDP,24.1,33,stealth_probe
45.33.32.102,10.0.1.32,59.8,1,37.8,TCP,348.0,16,slowloris
172.16.0.31,10.0.0.250,152.4,1,73.5,TCP,7.5,77,brute_force
203.0.113.201,10.0.1.228,5573.8,1,1263.6,UDP,34.9,30,dns_amplification
45.33.32.222,172.16.1.148,73.8,3,18.8,TCP,342.8,76,slowloris
198.51.100.193,10.0.0.187,147.6,8,760.8,GRE,56.8,9,protocol_anomaly
104.16.0.235,192.168.2.234,5605.5,1,59.3,ICMP,20.9,66,icmp_flood
203.0.113.110,172.16.1.143,4074.9,1,81.7,UDP,8.7,233,udp_flood
203.0.113.106,10.0.1.18,226.0,17,126.5,TCP,79.4,21,stealth_probe
172.16.0.27,10.0.1.51,6008.9,1,61.0,ICMP,3.6,64,icmp_flood
45.33.32.118,10.0.1.242,14770.7,1,44.9,TCP,3.7,179,syn_flood
198.51.100.204,10.0.1.34,2402.2,1,71.7,ICMP,10.7,70,icmp_flood
10.10.10.206,192.168.1.81,5479.2,1,70.4,TCP,5.9,323,syn_flood
45.33.32.109,10.0.1.28,6246.1,1,67.6,ICMP,18.1,27,icmp_flood
45.33.144.238,192.168.1.207,11775.9,1,78.8,ICMP,6.6,13,icmp_flood
198.51.100.207,192.168.2.226,26.8,3,47.3,TCP,574.8,51,slowloris
198.51.100.78,192.168.2.46,138.0,47,156.4,TCP,287.8,36,stealth_probe
91.189.0.197,10.0.0.120,967.3,188,44.3,TCP,2.1,196,port_scan
198.51.100.214,192.168.1.47,13862.1,2,48.9,TCP,1.1,325,syn_flood
198.51.100.157,10.0.1.29,130.5,19,230.5,UDP,279.3,29,stealth_probe
172.16.0.34,192.168.2.30,83.6,66,315.8,TCP,239.8,14,stealth_probe
45.33.32.182,10.0.0.57,175.1,37,364.3,TCP,82.8,12,stealth_probe
45.33.144.192,192.168.2.130,5033.3,2,63.3,TCP,9.2,455,syn_flood
172.16.0.72,192.168.2.242,3575.7,2,74.8,TCP,4.3,137,syn_flood
45.33.32.33,10.0.1.132,479.4,1,388.8,IGMP,44.3,21,protocol_anomaly
198.51.100.59,172.16.1.233,4179.6,1,1163.7,UDP,49.5,35,dns_amplification
104.16.0.206,10.0.1.87,18.3,3,71.1,TCP,171.9,65,slowloris
198.51.100.209,172.16.1.133,1739.5,1,41.2,UDP,20.2,225,udp_flood
10.10.10.100,10.0.1.73,11505.0,1,41.2,TCP,5.2,486,syn_flood
45.33.144.132,192.168.2.135,1146.7,2,3337.9,UDP,10.2,42,dns_amplification
104.16.0.118,192.168.2.253,2732.2,2,1193.0,TCP,41.1,83,http_flood
10.10.10.3,192.168.2.133,108.6,1,248.9,TCP,6.6,25,brute_force
45.33.32.56,192.168.2.13,24.1,2,79.7,TCP,683.4,32,slowloris
45.33.144.30,10.0.0.37,950.9,30,124.3,UDP,16.1,193,port_scan
91.189.0.212,192.168.2.246,4940.4,1,3487.9,UDP,44.5,20,dns_amplification
172.16.0.18,192.168.2.252,9100.2,3,84.5,UDP,20.3,56,udp_flood
45.33.32.52,10.0.0.250,3457.9,1,58.6,UDP,12.9,237,udp_flood
91.189.0.206,192.168.1.88,14.6,1,203.4,TCP,38.4,40,brute_force
198.51.100.101,192.168.1.106,64.1,1,42.1,TCP,216.9,27,slowloris
45.33.144.20,192.168.2.91,463.4,1,103.0,TCP,7.4,57,brute_force
91.189.0.72,172.16.1.91,931.0,448,125.9,UDP,9.7,108,port_scan
198.51.100.105,172.16.1.145,171.5,66,548.0,UDP,256.9,8,stealth_probe
45.33.32.136,172.16.1.50,8705.3,3,75.7,UDP,14.2,286,udp_flood
104.16.0.17,192.168.1.104,2965.6,3,1368.9,TCP,48.0,144,http_flood
45.33.144.93,10.0.1.89,8301.5,1,81.7,UDP,12.6,280,udp_flood
45.33.144.236,192.168.2.223,4000.7,1,61.2,ICMP,14.8,78,icmp_flood
198.51.100.120,192.168.1.202,81.9,1,143.5,TCP,12.7,18,brute_force
172.16.0.71,192.168.2.251,3232.7,1,3407.0,UDP,84.8,13,dns_amplification
203.0.113.165,10.0.0.21,149.8,273,42.7,UDP,11.0,21,port_scan
45.33.32.44,10.0.0.212,51.1,1,26.6,TCP,135.4,27,slowloris
10.10.10.107,172.16.1.31,5086.7,1,33.2,UDP,16.1,220,udp_flood
203.0.113.153,172.16.1.44,6686.7,1,63.7,ICMP,8.9,76,icmp_flood
104.16.0.37,10.0.1.101,4985.9,1,67.5,ICMP,11.1,90,icmp_flood
203.0.113.150,10.0.0.48,152.9,70,345.8,UDP,241.4,25,stealth_probe
172.16.0.10,192.168.1.106,45.6,1,20.6,TCP,897.6,66,slowloris
203.0.113.1,10.0.1.147,9853.7,1,54.8,ICMP,23.3,88,icmp_flood
45.33.144.113,192.168.2.243,1294.2,100,733.7,GRE,28.7,43,protocol_anomaly
10.10.10.247,192.168.2.242,3348.5,2,2406.5,UDP,71.8,42,dns_amplification
10.10.10.37,192.168.1.39,2801.9,1,60.2,ICMP,26.6,64,icmp_flood
203.0.113.115,192.168.1.122,576.3,7,60.6,IGMP,59.6,16,protocol_anomaly
198.51.100.248,192.168.2.170,1520.1,1,1279.9,TCP,85.1,98,http_flood
104.16.0.112,10.0.0.19,14417.1,2,72.4,TCP,0.3,461,syn_flood
104.16.0.9,172.16.1.167,314.6,67,503.3,SCTP,73.6,33,protocol_anomaly
172.16.0.37,192.168.2.185,1865.7,48,527.0,IGMP,47.0,42,protocol_anomaly
172.16.0.46,10.0.0.65,122.5,1,111.4,TCP,2.1,209,brute_force
91.189.0.38,192.168.2.81,1830.7,4,982.6,TCP,9.0,132,http_flood
10.10.10.206,192.168.1.168,20.3,60,486.5,TCP,113.6,25,stealth_probe
10.10.10.241,10.0.1.162,168.4,32,523.2,TCP,297.7,17,stealth_probe
45.33.144.187,172.16.1.190,983.9,279,69.2,TCP,9.8,22,port_scan
203.0.113.125,172.16.1.27,1018.4,88,577.3,GRE,57.4,11,protocol_anomaly
10.10.10.96,10.0.0.226,182.7,62,186.3,AH,5.9,6,protocol_anomaly
198.51.100.238,192.168.1.216,16.2,88,197.8,UDP,212.5,11,stealth_probe
45.33.144.247,192.168.2.38,6608.3,1,62.3,TCP,12.1,282,syn_flood
104.16.0.209,10.0.0.117,148.9,1,113.4,TCP,7.7,300,brute_force
198.51.100.36,10.0.0.52,4624.3,1,72.1,ICMP,16.9,33,icmp_flood
10.10.10.121,192.168.2.9,407.5,176,92.3,TCP,14.3,21,port_scan
45.33.144.188,172.16.1.219,4003.9,3,117.6,UDP,34.7,293,udp_flood
104.16.0.50,172.16.1.174,2913.4,4,810.1,TCP,100.7,100,http_flood
198.51.100.29,172.16.1.94,14413.1,1,44.2,TCP,8.4,310,syn_flood
104.16.0.223,192.168.1.164,37.8,83,328.6,UDP,60.0,15,stealth_probe
45.33.144.79,192.168.1.188,3092.4,1,3337.6,UDP,53.7,16,dns_amplification
104.16.0.250,10.0.1.50,67.4,1,100.2,TCP,485.2,96,slowloris
203.0.113.211,10.0.1.2,374.2,248,80.1,TCP,12.8,152,port_scan
45.33.32.105,172.16.1.204,3978.8,6,1276.3,TCP,7.3,97,http_flood
91.189.0.133,192.168.2.186,522.6,27,134.2,AH,69.9,40,protocol_anomaly
172.16.0.60,10.0.0.210,5632.9,1,4104.2,UDP,43.7,11,dns_amplification
104.16.0.252,192.168.1.96,1990.4,5,935.8,TCP,21.7,188,http_flood
10.10.10.66,10.0.1.252,879.8,339,147.2,TCP,12.0,146,port_scan
172.16.0.93,10.0.0.222,527.4,166,83.4,TCP,5.1,52,port_scan
45.33.32.134,10.0.0.156,36.3,3,84.9,TCP,288.8,38,slowloris
172.16.0.167,10.0.1.21,153.9,1,224.6,TCP,29.0,36,brute_force
198.51.100.50,192.168.1.222,4974.3,1,2161.4,UDP,7.6,27,dns_amplification
91.189.0.25,192.168.2.209,3197.0,3,1414.8,TCP,47.5,123,http_flood
172.16.0.84,10.0.0.99,1107.6,68,197.4,SCTP,65.8,39,protocol_anomaly
203.0.113.142,10.0.1.49,679.0,29,48.6,TCP,10.3,15,port_scan
172.16.0.107,192.168.1.1,13566.8,1,51.6,TCP,0.7,344,syn_flood
198.51.100.186,10.0.1.84,19.1,1,53.9,TCP,464.0,48,slowloris
172.16.0.34,172.16.1.132,375.5,155,127.7,TCP,0.8,66,port_scan
104.16.0.86,192.168.2.25,2197.8,1,56.3,ICMP,22.5,26,icmp_flood
45.33.32.79,192.168.2.225,3382.9,6,1122.4,TCP,3.3,191,http_flood
203.0.113.167,10.0.1.79,4399.5,4,1126.7,TCP,102.9,48,http_flood
10.10.10.161,192.168.2.87,1179.5,5,1388.4,TCP,72.7,106,http_flood
